codigo,nome,descricao,compatibilidade,marca,categoriaSistema,fornecedor
194625,"CABO ACEL. BIZ 110i / 125 18/22 A","CABO ACEL. BIZ 110i / 125 18/22 A","CABO ACEL. BIZ 110i / 125 18/22 A",IRON,"Cabos de Acelerador",MOTOCICLO
194626,"CABO ACEL. BIZ 100i / 125 18/22 B","CABO ACEL. BIZ 100i / 125 18/22 B","CABO ACEL. BIZ 100i / 125 18/22 B",IRON,"Cabos de Acelerador",MOTOCICLO
194627,"CABO ACEL. CBR 500R CB 500F 14/19 A","CABO ACEL. CBR 500R CB 500F 14/19 A","CABO ACEL. CBR 500R CB 500F 14/19 A",IRON,"Cabos de Acelerador",MOTOCICLO
194628,"CABO ACEL. CBR 500R CB 500F 14/19 B","CABO ACEL. CBR 500R CB 500F 14/19 B","CABO ACEL. CBR 500R CB 500F 14/19 B",IRON,"Cabos de Acelerador",MOTOCICLO
194629,"CABO ACEL. CG 125I / 16 A","CABO ACEL. CG 125I / 16 A","CABO ACEL. CG 125I / 16 A",IRON,"Cabos de Acelerador",MOTOCICLO
194630,"CABO ACEL. CG 125I / 16 B","CABO ACEL. CG 125I / 16 B","CABO ACEL. CG 125I / 16 B",IRON,"Cabos de Acelerador",MOTOCICLO
194671,"CABO ACEL. COMET 150 KASINSKI","CABO ACEL. COMET 150 KASINSKI","CABO ACEL. COMET 150 KASINSKI",IRON,"Cabos de Acelerador",MOTOCICLO
194668,"CABO ACEL. CRF A 19-22","CABO ACEL. CRF A 19-22","CABO ACEL. CRF A 19-22",IRON,"Cabos de Acelerador",MOTOCICLO
194669,"CABO ACEL. CRF 250 B 19/22","CABO ACEL. CRF 250 B 19/22","CABO ACEL. CRF 250 B 19/22",IRON,"Cabos de Acelerador",MOTOCICLO
25842,"CABO ACEL. BIZ 100 13","CABO ACEL. BIZ 100 13","CABO ACEL. BIZ 100 13",IRON,"Cabos de Acelerador",MOTOCICLO
27595,"CABO ACEL. AN 125 BURGMAN 10","CABO ACEL. AN 125 BURGMAN 10","CABO ACEL. AN 125 BURGMAN 10",IRON,"Cabos de Acelerador",MOTOCICLO
4901,"CABO ACEL. BIZ 100 99/05","CABO ACEL. BIZ 100 99/05","CABO ACEL. BIZ 100 99/05",IRON,"Cabos de Acelerador",MOTOCICLO
27596,"CABO ACEL. BIZ 125 09/10","CABO ACEL. BIZ 125 09/10","CABO ACEL. BIZ 125 09/10",IRON,"Cabos de Acelerador",MOTOCICLO
28334,"CABO ACEL. CB 250 16 A","CABO ACEL. CB 250 16 A","CABO ACEL. CB 250 16 A",IRON,"Cabos de Acelerador",MOTOCICLO
28335,"CABO ACEL. CB 250 16 B","CABO ACEL. CB 250 16 B","CABO ACEL. CB 250 16 B",IRON,"Cabos de Acelerador",MOTOCICLO
14099,"CABO ACEL. CG 125 00/01","CABO ACEL. CG 125 00/01","CABO ACEL. CG 125 00/01",IRON,"Cabos de Acelerador",MOTOCICLO
194670,"CABO ACEL. COMET GTR 250 KASINSKI","CABO ACEL. COMET GTR 250 KASINSKI","CABO ACEL. COMET GTR 250 KASINSKI",IRON,"Cabos de Acelerador",MOTOCICLO
9025,"CABO ACEL. CG 125 83/89","CABO ACEL. CG 125 83/89","CABO ACEL. CG 125 83/89",IRON,"Cabos de Acelerador",MOTOCICLO
24029,"CABO ACEL. CG 150 12/13","CABO ACEL. CG 150 12/13","CABO ACEL. CG 150 12/13",IRON,"Cabos de Acelerador",MOTOCICLO
121349,"CABO ACEL. CB 300R B","CABO ACEL. CB 300R B","CABO ACEL. CB 300R B",IRON,"Cabos de Acelerador",MOTOCICLO
7901,"CABO ACEL. CBX 250 A","CABO ACEL. CBX 250 A","CABO ACEL. CBX 250 A",IRON,"Cabos de Acelerador",MOTOCICLO
27600,"CABO ACEL. CB 600 HORNET 09 A","CABO ACEL. CB 600 HORNET 09 A","CABO ACEL. CB 600 HORNET 09 A",IRON,"Cabos de Acelerador",MOTOCICLO
15236,"CABO ACEL. CG 125 02/08","CABO ACEL. CG 125 02/08","CABO ACEL. CG 125 02/08",IRON,"Cabos de Acelerador",MOTOCICLO
25848,"CABO ACEL. CG 125 14","CABO ACEL. CG 125 14","CABO ACEL. CG 125 14",IRON,"Cabos de Acelerador",MOTOCICLO
27602,"CABO ACEL. CG 125 15 A","CABO ACEL. CG 125 15 A","CABO ACEL. CG 125 15 A",IRON,"Cabos de Acelerador",MOTOCICLO
4405,"CABO ACEL. CG 125 95/99","CABO ACEL. CG 125 95/99","CABO ACEL. CG 125 95/99",IRON,"Cabos de Acelerador",MOTOCICLO
121351,"CABO ACEL. CG 150 04/08","CABO ACEL. CG 150 04/08","CABO ACEL. CG 150 04/08",IRON,"Cabos de Acelerador",MOTOCICLO
15742,"CABO ACEL. CG 150 09/11","CABO ACEL. CG 150 09/11","CABO ACEL. CG 150 09/11",IRON,"Cabos de Acelerador",MOTOCICLO
43148,"CABO ACEL. CG 150 SPORT","CABO ACEL. CG 150 SPORT","CABO ACEL. CG 150 SPORT",IRON,"Cabos de Acelerador",MOTOCICLO
28336,"CABO ACEL. CG 160 A","CABO ACEL. CG 160 A","CABO ACEL. CG 160 A",IRON,"Cabos de Acelerador",MOTOCICLO
28337,"CABO ACEL. CG 160 B","CABO ACEL. CG 160 B","CABO ACEL. CG 160 B",IRON,"Cabos de Acelerador",MOTOCICLO
25853,"CABO ACEL. CG/FAN 150 A 14","CABO ACEL. CG/FAN 150 A 14","CABO ACEL. CG/FAN 150 A 14",IRON,"Cabos de Acelerador",MOTOCICLO
27603,"06","06","06",IRON,"Geral",MOTOCICLO
25854,"CABO","CABO","CABO",IRON,"Cabos",MOTOCICLO
27604,"CABO ACEL. CRF 230 A 07","CABO ACEL. CRF 230 A 07","CABO ACEL. CRF 230 A 07",IRON,"Cabos de Acelerador",MOTOCICLO
27607,"CABO ACEL. CG/FAN 150 B 14","CABO ACEL. CG/FAN 150 B 14","CABO ACEL. CG/FAN 150 B 14",IRON,"Cabos de Acelerador",MOTOCICLO
43155,"CABO ACEL. CRF 230 A 08/10","CABO ACEL. CRF 230 A 08/10","CABO ACEL. CRF 230 A 08/10",IRON,"Cabos de Acelerador",MOTOCICLO
43156,"CABO ACEL. DAFRA APACHE 150","CABO ACEL. DAFRA APACHE 150","CABO ACEL. DAFRA APACHE 150",IRON,"Cabos de Acelerador",MOTOCICLO
27609,"CABO ACEL. DAFRA CITYCOM 300 A","CABO ACEL. DAFRA CITYCOM 300 A","CABO ACEL. DAFRA CITYCOM 300 A",IRON,"Cabos de Acelerador",MOTOCICLO
27612,"CABO ACEL. DAFRA CITYCOM 300 B","CABO ACEL. DAFRA CITYCOM 300 B","CABO ACEL. DAFRA CITYCOM 300 B",IRON,"Cabos de Acelerador",MOTOCICLO
27610,"CABO ACEL. DAFRA CITYCOM 300I B 12","CABO ACEL. DAFRA CITYCOM 300I B 12","CABO ACEL. DAFRA CITYCOM 300I B 12",IRON,"Cabos de Acelerador",MOTOCICLO
27613,"CABO ACEL. KAWASAKI NINJA 250 A","CABO ACEL. KAWASAKI NINJA 250 A","CABO ACEL. KAWASAKI NINJA 250 A",IRON,"Cabos de Acelerador",MOTOCICLO
27614,"CABO ACEL. DAFRA NEXT 250 A","CABO ACEL. DAFRA NEXT 250 A","CABO ACEL. DAFRA NEXT 250 A",IRON,"Cabos de Acelerador",MOTOCICLO
43146,"CABO ACEL. KAWASAKI NINJA 250 B","CABO ACEL. KAWASAKI NINJA 250 B","CABO ACEL. KAWASAKI NINJA 250 B",IRON,"Cabos de Acelerador",MOTOCICLO
11576,"CABO ACEL. LEAD 110 JONNY 50","CABO ACEL. LEAD 110 JONNY 50","CABO ACEL. LEAD 110 JONNY 50",IRON,"Cabos de Acelerador",MOTOCICLO
25851,"CABO ACEL. NX 400 A 00/10","CABO ACEL. NX 400 A 00/10","CABO ACEL. NX 400 A 00/10",IRON,"Cabos de Acelerador",MOTOCICLO
9997,"CABO ACEL. NXR 125 03/05","CABO ACEL. NXR 125 03/05","CABO ACEL. NXR 125 03/05",IRON,"Cabos de Acelerador",MOTOCICLO
4399,"CABO ACEL. NXR 125 13","CABO ACEL. NXR 125 13","CABO ACEL. NXR 125 13",IRON,"Cabos de Acelerador",MOTOCICLO
43153,"CABO ACEL. NXR 150 06/08","CABO ACEL. NXR 150 06/08","CABO ACEL. NXR 150 06/08",IRON,"Cabos de Acelerador",MOTOCICLO
43154,"CABO ACEL. NXR 150 09/13","CABO ACEL. NXR 150 09/13","CABO ACEL. NXR 150 09/13",IRON,"Cabos de Acelerador",MOTOCICLO
27615,"CABO ACEL. NXR 160 A","CABO ACEL. NXR 160 A","CABO ACEL. NXR 160 A",IRON,"Cabos de Acelerador",MOTOCICLO
121341,"CABO ACEL. NXR 160 B","CABO ACEL. NXR 160 B","CABO ACEL. NXR 160 B",IRON,"Cabos de Acelerador",MOTOCICLO
7259,"CABO ACEL. PCX 150","CABO ACEL. PCX 150","CABO ACEL. PCX 150",IRON,"Cabos de Acelerador",MOTOCICLO
27616,"CABO ACEL. PHOENIX 50","CABO ACEL. PHOENIX 50","CABO ACEL. PHOENIX 50",IRON,"Cabos de Acelerador",MOTOCICLO
28338,"CABO ACEL. POP 100 07/10","CABO ACEL. POP 100 07/10","CABO ACEL. POP 100 07/10",IRON,"Cabos de Acelerador",MOTOCICLO
43152,"CABO ACEL. POP 100 12/13","CABO ACEL. POP 100 12/13","CABO ACEL. POP 100 12/13",IRON,"Cabos de Acelerador",MOTOCICLO
43149,"CABO ACEL. POP 110I A","CABO ACEL. POP 110I A","CABO ACEL. POP 110I A",IRON,"Cabos de Acelerador",MOTOCICLO
9495,"CABO ACEL. TTR 230","CABO ACEL. TTR 230","CABO ACEL. TTR 230",IRON,"Cabos de Acelerador",MOTOCICLO
43151,"584","584","584",IRON,"Geral",MOTOCICLO
43150,"CABO ACEL. WEB 100","CABO ACEL. WEB 100","CABO ACEL. WEB 100",IRON,"Cabos de Acelerador",MOTOCICLO
13298,"CABO ACEL. XLR 125","CABO ACEL. XLR 125","CABO ACEL. XLR 125",IRON,"Cabos de Acelerador",MOTOCICLO
27617,"CABO ACEL. XR 200 B","CABO ACEL. XR 200 B","CABO ACEL. XR 200 B",IRON,"Cabos de Acelerador",MOTOCICLO
27618,"CABO ACEL. XRE 300 10/16 A","CABO ACEL. XRE 300 10/16 A","CABO ACEL. XRE 300 10/16 A",IRON,"Cabos de Acelerador",MOTOCICLO
42088,"CABO ACEL. XR 200 A","CABO ACEL. XR 200 A","CABO ACEL. XR 200 A",IRON,"Cabos de Acelerador",MOTOCICLO
25863,"CABO ACEL. XRE 300 10/16 B","CABO ACEL. XRE 300 10/16 B","CABO ACEL. XRE 300 10/16 B",IRON,"Cabos de Acelerador",MOTOCICLO
25858,"CABO ACEL. XT 660R A 05/18","CABO ACEL. XT 660R A 05/18","CABO ACEL. XT 660R A 05/18",IRON,"Cabos de Acelerador",MOTOCICLO
25859,"CABO ACEL. XT 660R B 05/18","CABO ACEL. XT 660R B 05/18","CABO ACEL. XT 660R B 05/18",IRON,"Cabos de Acelerador",MOTOCICLO
180961,"07","07","07",IRON,"Geral",MOTOCICLO
17922,"CABO","CABO","CABO",IRON,"Cabos",MOTOCICLO
27597,"897","897","897",IRON,"Geral",MOTOCICLO
5792,"901","901","901",IRON,"Geral",MOTOCICLO
194694,"CABO ACEL. XTZ 150 CROOSER DUPLO","CABO ACEL. XTZ 150 CROOSER DUPLO","CABO ACEL. XTZ 150 CROOSER DUPLO",IRON,"Cabos de Acelerador",MOTOCICLO
27601,"CABO ACEL. YBR 125 02/08","CABO ACEL. YBR 125 02/08","CABO ACEL. YBR 125 02/08",IRON,"Cabos de Acelerador",MOTOCICLO
5789,"CABO ACEL. YBR 125 09/13","CABO ACEL. YBR 125 09/13","CABO ACEL. YBR 125 09/13",IRON,"Cabos de Acelerador",MOTOCICLO
2232,"CABO ACEL. YS 150 FAZER 14 B","CABO ACEL. YS 150 FAZER 14 B","CABO ACEL. YS 150 FAZER 14 B",IRON,"Cabos de Acelerador",MOTOCICLO
9644,"CABO ACEL. YS 250 FAZER 11/15 A","CABO ACEL. YS 250 FAZER 11/15 A","CABO ACEL. YS 250 FAZER 11/15 A",IRON,"Cabos de Acelerador",MOTOCICLO
122918,"CABO ACEL. YS 250 FAZER 11/15 B","CABO ACEL. YS 250 FAZER 11/15 B","CABO ACEL. YS 250 FAZER 11/15 B",IRON,"Cabos de Acelerador",MOTOCICLO
24030,"CABO ACEL. BIZ 110I 16/17","CABO ACEL. BIZ 110I 16/17","CABO ACEL. BIZ 110I 16/17",IRON,"Cabos de Acelerador",MOTOCICLO
27605,"CABO ACEL BIZ 125 06/08","CABO ACEL BIZ 125 06/08","CABO ACEL BIZ 125 06/08",IRON,"Cabos de Acelerador",MOTOCICLO
27606,"CABO ACEL. BIZ 125 11/17","CABO ACEL. BIZ 125 11/17","CABO ACEL. BIZ 125 11/17",IRON,"Cabos de Acelerador",MOTOCICLO
27608,"CABO ACEL. CB 300R A","CABO ACEL. CB 300R A","CABO ACEL. CB 300R A",IRON,"Cabos de Acelerador",MOTOCICLO
43142,"CABO ACEL MT-03 16/19 YAMAHA","CABO ACEL MT-03 16/19 YAMAHA","CABO ACEL MT-03 16/19 YAMAHA",IRON,"Cabos de Acelerador",MOTOCICLO
27611,"CABO ACEL. CB 600 HORNET 09 B","CABO ACEL. CB 600 HORNET 09 B","CABO ACEL. CB 600 HORNET 09 B",IRON,"Cabos de Acelerador",MOTOCICLO
43140,"CABO ACEL. CBX 200 A","CABO ACEL. CBX 200 A","CABO ACEL. CBX 200 A",IRON,"Cabos de Acelerador",MOTOCICLO
43141,"CABO ACEL. CBX 200 B","CABO ACEL. CBX 200 B","CABO ACEL. CBX 200 B",IRON,"Cabos de Acelerador",MOTOCICLO
181939,"CABO ACEL. CBX 250 B","CABO ACEL. CBX 250 B","CABO ACEL. CBX 250 B",IRON,"Cabos de Acelerador",MOTOCICLO
121902,"CABO ACEL. CG 125 09/13","CABO ACEL. CG 125 09/13","CABO ACEL. CG 125 09/13",IRON,"Cabos de Acelerador",MOTOCICLO
43144,"CABO ACEL. CG 150 FAN 10/12 ESI","CABO ACEL. CG 150 FAN 10/12 ESI","CABO ACEL. CG 150 FAN 10/12 ESI",IRON,"Cabos de Acelerador",MOTOCICLO
43145,"CABO ACEL. CRF 230 B 07","CABO ACEL. CRF 230 B 07","CABO ACEL. CRF 230 B 07",IRON,"Cabos de Acelerador",MOTOCICLO
43143,"CABO ACEL. CRF 230 B 08/10","CABO ACEL. CRF 230 B 08/10","CABO ACEL. CRF 230 B 08/10",IRON,"Cabos de Acelerador",MOTOCICLO
43147,"CABO ACEL. DAFRA CITYCOM 300I A 12","CABO ACEL. DAFRA CITYCOM 300I A 12","CABO ACEL. DAFRA CITYCOM 300I A 12",IRON,"Cabos de Acelerador",MOTOCICLO
28339,"CABO ACEL. DAFRA KANSAS 150","CABO ACEL. DAFRA KANSAS 150","CABO ACEL. DAFRA KANSAS 150",IRON,"Cabos de Acelerador",MOTOCICLO
14810,"CABO ACEL. DAFRA NEXT 250 B","CABO ACEL. DAFRA NEXT 250 B","CABO ACEL. DAFRA NEXT 250 B",IRON,"Cabos de Acelerador",MOTOCICLO
7879,"CABO ACEL. DAFRA SUPER 100","CABO ACEL. DAFRA SUPER 100","CABO ACEL. DAFRA SUPER 100",IRON,"Cabos de Acelerador",MOTOCICLO
122915,"CABO ACEL. INTRUDER 125","CABO ACEL. INTRUDER 125","CABO ACEL. INTRUDER 125",IRON,"Cabos de Acelerador",MOTOCICLO
181951,"CABO ACEL. DAFRA SPEED 150","CABO ACEL. DAFRA SPEED 150","CABO ACEL. DAFRA SPEED 150",IRON,"Cabos de Acelerador",MOTOCICLO
181952,"CABO ACEL. JET 50","CABO ACEL. JET 50","CABO ACEL. JET 50",IRON,"Cabos de Acelerador",MOTOCICLO
122917,"CABO ACEL. NX 200 A","CABO ACEL. NX 200 A","CABO ACEL. NX 200 A",IRON,"Cabos de Acelerador",MOTOCICLO
25861,"CABO ACEL. NX 200 B","CABO ACEL. NX 200 B","CABO ACEL. NX 200 B",IRON,"Cabos de Acelerador",MOTOCICLO
12999,"CABO ACEL. POP 110I B","CABO ACEL. POP 110I B","CABO ACEL. POP 110I B",IRON,"Cabos de Acelerador",MOTOCICLO
8844,"CABO ACEL. SHINERAY XY 50-Q","CABO ACEL. SHINERAY XY 50-Q","CABO ACEL. SHINERAY XY 50-Q",IRON,"Cabos de Acelerador",MOTOCICLO
181949,"CABO ACEL. MAX HUNTER 125","CABO ACEL. MAX HUNTER 125","CABO ACEL. MAX HUNTER 125",IRON,"Cabos de Acelerador",MOTOCICLO
181950,"CABO ACEL. NX 400 B 00/10","CABO ACEL. NX 400 B 00/10","CABO ACEL. NX 400 B 00/10",IRON,"Cabos de Acelerador",MOTOCICLO
122916,"08","08","08",IRON,"Geral",MOTOCICLO
181940,"CABO","CABO","CABO",IRON,"Cabos",MOTOCICLO
25862,"CABO ACEL. XR 250 A","CABO ACEL. XR 250 A","CABO ACEL. XR 250 A",IRON,"Cabos de Acelerador",MOTOCICLO
6523,"CABO ACEL. XR 250 B","CABO ACEL. XR 250 B","CABO ACEL. XR 250 B",IRON,"Cabos de Acelerador",MOTOCICLO
4408,"CABO ACEL. XRE 190 A","CABO ACEL. XRE 190 A","CABO ACEL. XRE 190 A",IRON,"Cabos de Acelerador",MOTOCICLO
202333,"CABO ACEL. XRE 190 B","CABO ACEL. XRE 190 B","CABO ACEL. XRE 190 B",IRON,"Cabos de Acelerador",MOTOCICLO
27599,"CABO ACEL. XTZ 250 LANDER TENERE 250 DUPLO","CABO ACEL. XTZ 250 LANDER TENERE 250 DUPLO","CABO ACEL. XTZ 250 LANDER TENERE 250 DUPLO",IRON,"Cabos de Acelerador",MOTOCICLO
194673,"CABO ACEL. XTZ 125 09","CABO ACEL. XTZ 125 09","CABO ACEL. XTZ 125 09",IRON,"Cabos de Acelerador",MOTOCICLO
194697,"CABO ACEL. YBR 125 00/01","CABO ACEL. YBR 125 00/01","CABO ACEL. YBR 125 00/01",IRON,"Cabos de Acelerador",MOTOCICLO
194765,"CABO ACEL. YES 125","CABO ACEL. YES 125","CABO ACEL. YES 125",IRON,"Cabos de Acelerador",MOTOCICLO
195045,"CABO ACEL. XRE 300 16/18 A","CABO ACEL. XRE 300 16/18 A","CABO ACEL. XRE 300 16/18 A",IRON,"Cabos de Acelerador",MOTOCICLO
194691,"CABO ACEL. XRE 300 16/18 B","CABO ACEL. XRE 300 16/18 B","CABO ACEL. XRE 300 16/18 B",IRON,"Cabos de Acelerador",MOTOCICLO
194687,"CABO ACEL. XTZ 125 03/08","CABO ACEL. XTZ 125 03/08","CABO ACEL. XTZ 125 03/08",IRON,"Cabos de Acelerador",MOTOCICLO
194677,"CABO ACEL. YS 250 FAZER 18 DUPLO","CABO ACEL. YS 250 FAZER 18 DUPLO","CABO ACEL. YS 250 FAZER 18 DUPLO",IRON,"Cabos de Acelerador",MOTOCICLO
194678,"CABO ACEL. YS 150 FAZER 14 A","CABO ACEL. YS 150 FAZER 14 A","CABO ACEL. YS 150 FAZER 14 A",IRON,"Cabos de Acelerador",MOTOCICLO
195046,"CABO ACEL. YS 250 FAZER 06/10 A","CABO ACEL. YS 250 FAZER 06/10 A","CABO ACEL. YS 250 FAZER 06/10 A",IRON,"Cabos de Acelerador",MOTOCICLO
43161,"CABO ACEL. YS 250 FAZER 06/10 B","CABO ACEL. YS 250 FAZER 06/10 B","CABO ACEL. YS 250 FAZER 06/10 B",IRON,"Cabos de Acelerador",MOTOCICLO
43163,"CABO ACEL. TENERE 250 11/15 DUPLO","CABO ACEL. TENERE 250 11/15 DUPLO","CABO ACEL. TENERE 250 11/15 DUPLO",IRON,"Cabos de Acelerador",MOTOCICLO
43165,"CABO ACEL. AN 125 BURGMAN 12/19","CABO ACEL. AN 125 BURGMAN 12/19","CABO ACEL. AN 125 BURGMAN 12/19",IRON,"Cabos de Acelerador",MOTOCICLO
43170,"CABO ACEL. CRYPTON 105","CABO ACEL. CRYPTON 105","CABO ACEL. CRYPTON 105",IRON,"Cabos de Acelerador",MOTOCICLO
122939,"CABO ACEL DAFRA RIVA 150","CABO ACEL DAFRA RIVA 150","CABO ACEL DAFRA RIVA 150",IRON,"Cabos de Acelerador",MOTOCICLO
122940,"CABO ACEL. QUADRICICLO FOURTRAX TRX 420 08/13","CABO ACEL. QUADRICICLO FOURTRAX TRX 420 08/13","CABO ACEL. QUADRICICLO FOURTRAX TRX 420 08/13",IRON,"Cabos de Acelerador",MOTOCICLO
122933,"CABO ACEL. XRE 300 19/23 B","CABO ACEL. XRE 300 19/23 B","CABO ACEL. XRE 300 19/23 B",IRON,"Cabos de Acelerador",MOTOCICLO
122934,"CABO ACEL. YBR 125 14/16 A","CABO ACEL. YBR 125 14/16 A","CABO ACEL. YBR 125 14/16 A",IRON,"Cabos de Acelerador",MOTOCICLO
122943,"CABO ACEL. YBR 125 14/16 B","CABO ACEL. YBR 125 14/16 B","CABO ACEL. YBR 125 14/16 B",IRON,"Cabos de Acelerador",MOTOCICLO
173075,"CABO ACEL. YS 250 FAZER 16/17 A","CABO ACEL. YS 250 FAZER 16/17 A","CABO ACEL. YS 250 FAZER 16/17 A",IRON,"Cabos de Acelerador",MOTOCICLO
181956,"CABO ACEL. YS 250 FAZER 16/17 B","CABO ACEL. YS 250 FAZER 16/17 B","CABO ACEL. YS 250 FAZER 16/17 B",IRON,"Cabos de Acelerador",MOTOCICLO
25860,"CABO ACEL. XRE 300 19/23 A","CABO ACEL. XRE 300 19/23 A","CABO ACEL. XRE 300 19/23 A",IRON,"Cabos de Acelerador",MOTOCICLO
122936,"CABO EMB. INTRUDER 125","CABO EMB. INTRUDER 125","CABO EMB. INTRUDER 125",IRON,"Cabos de Embreagem",MOTOCICLO
122938,"CABO EMB. MAX HUNTER 125","CABO EMB. MAX HUNTER 125","CABO EMB. MAX HUNTER 125",IRON,"Cabos de Embreagem",MOTOCICLO
181954,"CABO EMB. NX 200","CABO EMB. NX 200","CABO EMB. NX 200",IRON,"Cabos de Embreagem",MOTOCICLO
28340,"CABO EMB. XTZ 150 CROOSER","CABO EMB. XTZ 150 CROOSER","CABO EMB. XTZ 150 CROOSER",IRON,"Cabos de Embreagem",MOTOCICLO
122922,"CABO EMB. YBR 125 02/08","CABO EMB. YBR 125 02/08","CABO EMB. YBR 125 02/08",IRON,"Cabos de Embreagem",MOTOCICLO
27619,"CABO EMB. YBR 125 09 FACTOR","CABO EMB. YBR 125 09 FACTOR","CABO EMB. YBR 125 09 FACTOR",IRON,"Cabos de Embreagem",MOTOCICLO
122929,"09","09","09",IRON,"Geral",MOTOCICLO
122926,"CABO","CABO","CABO",IRON,"Cabos",MOTOCICLO
122928,"CABO EMB. NXR 150 03/05","CABO EMB. NXR 150 03/05","CABO EMB. NXR 150 03/05",IRON,"Cabos de Embreagem",MOTOCICLO
122941,"CABO EMB. NXR 150 06/08","CABO EMB. NXR 150 06/08","CABO EMB. NXR 150 06/08",IRON,"Cabos de Embreagem",MOTOCICLO
25849,"CABO EMB. SHINERAY XY 50-Q","CABO EMB. SHINERAY XY 50-Q","CABO EMB. SHINERAY XY 50-Q",IRON,"Cabos de Embreagem",MOTOCICLO
122925,"CABO EMB. TENERE 250","CABO EMB. TENERE 250","CABO EMB. TENERE 250",IRON,"Cabos de Embreagem",MOTOCICLO
122931,"CABO EMB. XRE 190","CABO EMB. XRE 190","CABO EMB. XRE 190",IRON,"Cabos de Embreagem",MOTOCICLO
27620,"CABO EMB. XTZ 125","CABO EMB. XTZ 125","CABO EMB. XTZ 125",IRON,"Cabos de Embreagem",MOTOCICLO
43171,"CABO EMB. XTZ 250 LANDER","CABO EMB. XTZ 250 LANDER","CABO EMB. XTZ 250 LANDER",IRON,"Cabos de Embreagem",MOTOCICLO
27621,"CABO EMB. YBR 125 00/01","CABO EMB. YBR 125 00/01","CABO EMB. YBR 125 00/01",IRON,"Cabos de Embreagem",MOTOCICLO
27622,"CABO EMB. YS 250 FAZER 18","CABO EMB. YS 250 FAZER 18","CABO EMB. YS 250 FAZER 18",IRON,"Cabos de Embreagem",MOTOCICLO
27623,"CABO EMB. CB 250 16","CABO EMB. CB 250 16","CABO EMB. CB 250 16",IRON,"Cabos de Embreagem",MOTOCICLO
27625,"CABO EMB. CB 300R","CABO EMB. CB 300R","CABO EMB. CB 300R",IRON,"Cabos de Embreagem",MOTOCICLO
43166,"CABO EMB. CB 600 HORNET","CABO EMB. CB 600 HORNET","CABO EMB. CB 600 HORNET",IRON,"Cabos de Embreagem",MOTOCICLO
122932,"CABO EMB. CBX 250","CABO EMB. CBX 250","CABO EMB. CBX 250",IRON,"Cabos de Embreagem",MOTOCICLO
25852,"CABO EMB. CG 125 00/01","CABO EMB. CG 125 00/01","CABO EMB. CG 125 00/01",IRON,"Cabos de Embreagem",MOTOCICLO
122935,"CABO EMB. CG 125 02/08","CABO EMB. CG 125 02/08","CABO EMB. CG 125 02/08",IRON,"Cabos de Embreagem",MOTOCICLO
43169,"CABO EMB. CG 125 09/13","CABO EMB. CG 125 09/13","CABO EMB. CG 125 09/13",IRON,"Cabos de Embreagem",MOTOCICLO
122921,"CABO EMB. CG 125 14","CABO EMB. CG 125 14","CABO EMB. CG 125 14",IRON,"Cabos de Embreagem",MOTOCICLO
25844,"CABO EMB. CG 125 83/99","CABO EMB. CG 125 83/99","CABO EMB. CG 125 83/99",IRON,"Cabos de Embreagem",MOTOCICLO
5787,"CABO EMB. CG 150 09/11","CABO EMB. CG 150 09/11","CABO EMB. CG 150 09/11",IRON,"Cabos de Embreagem",MOTOCICLO
122923,"CABO EMB. CG 150 15","CABO EMB. CG 150 15","CABO EMB. CG 150 15",IRON,"Cabos de Embreagem",MOTOCICLO
43167,"CABO EMB. CG 160","CABO EMB. CG 160","CABO EMB. CG 160",IRON,"Cabos de Embreagem",MOTOCICLO
43168,"CABO EMB. CRF 230 07/10","CABO EMB. CRF 230 07/10","CABO EMB. CRF 230 07/10",IRON,"Cabos de Embreagem",MOTOCICLO
27626,"CABO EMB. DAFRA APACHE 150","CABO EMB. DAFRA APACHE 150","CABO EMB. DAFRA APACHE 150",IRON,"Cabos de Embreagem",MOTOCICLO
122927,"CABO EMB. DAFRA NEXT 250","CABO EMB. DAFRA NEXT 250","CABO EMB. DAFRA NEXT 250",IRON,"Cabos de Embreagem",MOTOCICLO
122920,"CABO EMB. NX 400 00/10","CABO EMB. NX 400 00/10","CABO EMB. NX 400 00/10",IRON,"Cabos de Embreagem",MOTOCICLO
122937,"CABO EMB. NXR 125 03/05","CABO EMB. NXR 125 03/05","CABO EMB. NXR 125 03/05",IRON,"Cabos de Embreagem",MOTOCICLO
122919,"CABO EMB. NXR 160","CABO EMB. NXR 160","CABO EMB. NXR 160",IRON,"Cabos de Embreagem",MOTOCICLO
25845,"CABO EMB. POP 100 07/08","CABO EMB. POP 100 07/08","CABO EMB. POP 100 07/08",IRON,"Cabos de Embreagem",MOTOCICLO
200744,"10","10","10",IRON,"Geral",MOTOCICLO
27624,"CABO","CABO","CABO",IRON,"Cabos",MOTOCICLO
43160,"CABO EMB XR 200","CABO EMB XR 200","CABO EMB XR 200",IRON,"Cabos de Embreagem",MOTOCICLO
122924,"CABO EMB TTR/230 08/10","CABO EMB TTR/230 08/10","CABO EMB TTR/230 08/10",IRON,"Cabos de Embreagem",MOTOCICLO
122930,"CABO EMB XT 660R","CABO EMB XT 660R","CABO EMB XT 660R",IRON,"Cabos de Embreagem",MOTOCICLO
194783,"CABO EMB XTZ 125 03/08","CABO EMB XTZ 125 03/08","CABO EMB XTZ 125 03/08",IRON,"Cabos de Embreagem",MOTOCICLO
