codigo,nome,descricao,compatibilidade,marca,categoriaSistema,fornecedor
350552,"ENGRE. PLACA PARTIDA CG/NXR 160 ES/ESD/ESDD 62D","ENGRE. PLACA PARTIDA CG/NXR 160 ES/ESD/ESDD 62D","ENGRE. PLACA PARTIDA CG/NXR 160 ES/ESD/ESDD 62D",IRON,"Partida",MOTOCICLO
201253,"ENGRE. PLACA PARTIDA CG 150 ES ESD 58D","ENGRE. PLACA PARTIDA CG 150 ES ESD 58D","ENGRE. PLACA PARTIDA CG 150 ES ESD 58D",IRON,"Partida",MOTOCICLO
201235,"ENGRE. PLACA PARTIDA CBX/NX/XR 200 56D","ENGRE. PLACA PARTIDA CBX/NX/XR 200 56D","ENGRE. PLACA PARTIDA CBX/NX/XR 200 56D",IRON,"Partida",MOTOCICLO
201258,"ENGRE. PLACA PARTIDA BIZ 110I 55D","ENGRE. PLACA PARTIDA BIZ 110I 55D","ENGRE. PLACA PARTIDA BIZ 110I 55D",IRON,"Partida",MOTOCICLO
201246,"ENGRE. PLACA PARTIDA BIZ 100 98/05","ENGRE. PLACA PARTIDA BIZ 100 98/05","ENGRE. PLACA PARTIDA BIZ 100 98/05",IRON,"Partida",MOTOCICLO
201251,"ENGRE. PLACA PARTIDA PHOENIX GOLD 50","ENGRE. PLACA PARTIDA PHOENIX GOLD 50","ENGRE. PLACA PARTIDA PHOENIX GOLD 50",IRON,"Partida",MOTOCICLO
201240,"ENGRE P PARTIDA CG 125 PINHÃO 29D","ENGRE P PARTIDA CG 125 PINHÃO 29D","ENGRE P PARTIDA CG 125 PINHÃO 29D",IRON,"Partida",MOTOCICLO
201255,"ENGRE P. PARTIDA YBR 125 FACTOR LOUCA 27D","ENGRE P. PARTIDA YBR 125 FACTOR LOUCA 27D","ENGRE P. PARTIDA YBR 125 FACTOR LOUCA 27D",IRON,"Partida",MOTOCICLO
201248,"ENGRE. PLACA PART. YS 150 FZ XTZ 59D","ENGRE. PLACA PART. YS 150 FZ XTZ 59D","ENGRE. PLACA PART. YS 150 FZ XTZ 59D",IRON,"Embreagem/Partida",MOTOCICLO
201229,"ENGRE. PLACA PART. CBX/XR 250 60D","ENGRE. PLACA PART. CBX/XR 250 60D","ENGRE. PLACA PART. CBX/XR 250 60D",IRON,"Embreagem/Partida",MOTOCICLO
201244,"ENGRE. PLACA PART. YBR 125 06/08 46D","ENGRE. PLACA PART. YBR 125 06/08 46D","ENGRE. PLACA PART. YBR 125 06/08 46D",IRON,"Embreagem/Partida",MOTOCICLO
201215,"MAGNETO BIZ 125 06/08 ES","MAGNETO BIZ 125 06/08 ES","MAGNETO BIZ 125 06/08 ES",IRON,"Elétrica/Partida",MOTOCICLO
201213,"MAGNETO BIZ/POP 110I","MAGNETO BIZ/POP 110I","MAGNETO BIZ/POP 110I",IRON,"Elétrica/Partida",MOTOCICLO
201219,"MAGNETO CG 125 92/99","MAGNETO CG 125 92/99","MAGNETO CG 125 92/99",IRON,"Elétrica/Partida",MOTOCICLO
201223,"MAGNETO SHINERAY XY 50-Q","MAGNETO SHINERAY XY 50-Q","MAGNETO SHINERAY XY 50-Q",IRON,"Elétrica/Partida",MOTOCICLO
201221,"MAGNETO YES 125 05/11 INTRUDER 125 02/16","MAGNETO YES 125 05/11 INTRUDER 125 02/16","MAGNETO YES 125 05/11 INTRUDER 125 02/16",IRON,"Elétrica/Partida",MOTOCICLO
201242,"ENGRE. PLACA PART. NX 400/400I 72D","ENGRE. PLACA PART. NX 400/400I 72D","ENGRE. PLACA PART. NX 400/400I 72D",IRON,"Embreagem/Partida",MOTOCICLO
201262,"ENGRE. PLACA PART. YES 125 56D","ENGRE. PLACA PART. YES 125 56D","ENGRE. PLACA PART. YES 125 56D",IRON,"Embreagem/Partida",MOTOCICLO
201211,"MAGNETO CG 125 83/91","MAGNETO CG 125 83/91","MAGNETO CG 125 83/91",IRON,"Elétrica/Partida",MOTOCICLO
178762,"ENGRE. PLACA PART. YBR 125 00/05 46D","ENGRE. PLACA PART. YBR 125 00/05 46D","ENGRE. PLACA PART. YBR 125 00/05 46D",IRON,"Embreagem/Partida",MOTOCICLO
26034,"MAGNETO JET 50/50 X 125 X","MAGNETO JET 50/50 X 125 X","MAGNETO JET 50/50 X 125 X",IRON,"Elétrica/Partida",MOTOCICLO
12760,"60","60","60",IRON,"Geral",MOTOCICLO
12765,"ENGRE. PLACA PART. CB/XRE 300 60D","ENGRE. PLACA PART. CB/XRE 300 60D","ENGRE. PLACA PART. CB/XRE 300 60D",IRON,"Embreagem/Partida",MOTOCICLO
26032,"MESA MAGNETO / PLACA PARTIDA","MESA MAGNETO / PLACA PARTIDA","MESA MAGNETO / PLACA PARTIDA",IRON,"Chassi/Guidão",MOTOCICLO
26041,"MESA MAGNETO INTERNA BIZ PHOENIX GOLD MAIS/JET 100/50","MESA MAGNETO INTERNA BIZ PHOENIX GOLD MAIS/JET 100/50","MESA MAGNETO INTERNA BIZ PHOENIX GOLD MAIS/JET 100/50",IRON,"Chassi/Guidão",MOTOCICLO
178764,"MESA MAGNETO INTERNA JET 50","MESA MAGNETO INTERNA JET 50","MESA MAGNETO INTERNA JET 50",IRON,"Chassi/Guidão",MOTOCICLO
2752,"PLACA PARTIDA NEO 125 KIT","PLACA PARTIDA NEO 125 KIT","PLACA PARTIDA NEO 125 KIT",IRON,"Embreagem/Partida",MOTOCICLO
173312,"PLACA PARTIDA YBR 150 YS 150 FAZER XTZ 150 CROSSER KIT","PLACA PARTIDA YBR 150 YS 150 FAZER XTZ 150 CROSSER KIT","PLACA PARTIDA YBR 150 YS 150 FAZER XTZ 150 CROSSER KIT",IRON,"Embreagem/Partida",MOTOCICLO
26036,"PLACA PARTIDA CG 125 ES CBX / NX XR 200 / CRF 230 CBX / XR 2","PLACA PARTIDA CG 125 ES CBX / NX XR 200 / CRF 230 CBX / XR 250","PLACA PARTIDA CG 125 ES CBX / NX XR 200 / CRF 230 CBX / XR 250",IRON,"Embreagem/Partida",MOTOCICLO
24230,"PLACA PARTIDA YBR/XTZ 125 06/08/XT/TDM 225","PLACA PARTIDA YBR/XTZ 125 06/08/XT/TDM 225","PLACA PARTIDA YBR/XTZ 125 06/08/XT/TDM 225",IRON,"Embreagem/Partida",MOTOCICLO
173313,"PLACA PARTIDA AN 125I BURGMAN KIT","PLACA PARTIDA AN 125I BURGMAN KIT","PLACA PARTIDA AN 125I BURGMAN KIT",IRON,"Embreagem/Partida",MOTOCICLO
173311,"PLACA PARTIDA CB/XRE 300 KIT","PLACA PARTIDA CB/XRE 300 KIT","PLACA PARTIDA CB/XRE 300 KIT",IRON,"Embreagem/Partida",MOTOCICLO
178763,"PLACA PARTIDA CB/XRE 300","PLACA PARTIDA CB/XRE 300","PLACA PARTIDA CB/XRE 300",IRON,"Embreagem/Partida",MOTOCICLO
26030,"PLACA PARTIDA BIZ 110I / 125 CG / NXR 150/160","PLACA PARTIDA BIZ 110I / 125 CG / NXR 150/160","PLACA PARTIDA BIZ 110I / 125 CG / NXR 150/160",IRON,"Embreagem/Partida",MOTOCICLO
26347,"PLACA PARTIDA CRYPTON 115","PLACA PARTIDA CRYPTON 115","PLACA PARTIDA CRYPTON 115",IRON,"Embreagem/Partida",MOTOCICLO
178765,"PLACA PARTIDA CB 250F/XRE 190","PLACA PARTIDA CB 250F/XRE 190","PLACA PARTIDA CB 250F/XRE 190",IRON,"Embreagem/Partida",MOTOCICLO
178756,"PLACA PARTIDA YBR 150 YS 150 FAZER XTZ 150 CROSSER","PLACA PARTIDA YBR 150 YS 150 FAZER XTZ 150 CROSSER","PLACA PARTIDA YBR 150 YS 150 FAZER XTZ 150 CROSSER",IRON,"Embreagem/Partida",MOTOCICLO
26346,"PLACA PARTIDA YBR/XTZ 125 00/05","PLACA PARTIDA YBR/XTZ 125 00/05","PLACA PARTIDA YBR/XTZ 125 00/05",IRON,"Embreagem/Partida",MOTOCICLO
178753,"PLACA PARTIDA YES/INTRUDER 125","PLACA PARTIDA YES/INTRUDER 125","PLACA PARTIDA YES/INTRUDER 125",IRON,"Embreagem/Partida",MOTOCICLO
178761,"PLACA PARTIDA YS 250 FAZER XTZ 250 LANDER","PLACA PARTIDA YS 250 FAZER XTZ 250 LANDER","PLACA PARTIDA YS 250 FAZER XTZ 250 LANDER",IRON,"Embreagem/Partida",MOTOCICLO
178757,"PLACA PARTIDA YBR / XTZ 125 06 / 08 XT / TDM 225 KIT","PLACA PARTIDA YBR / XTZ 125 06 / 08 XT / TDM 225 KIT","PLACA PARTIDA YBR / XTZ 125 06 / 08 XT / TDM 225 KIT",IRON,"Embreagem/Partida",MOTOCICLO
178754,"PLACA PARTIDA YES/INTRUDER 125 KIT","PLACA PARTIDA YES/INTRUDER 125 KIT","PLACA PARTIDA YES/INTRUDER 125 KIT",IRON,"Embreagem/Partida",MOTOCICLO
178759,"PLACA PARTIDA CG / NXR 150 KIT","PLACA PARTIDA CG / NXR 150 KIT","PLACA PARTIDA CG / NXR 150 KIT",IRON,"Embreagem/Partida",MOTOCICLO
178760,"PLACA PARTIDA CRYPTON 105","PLACA PARTIDA CRYPTON 105","PLACA PARTIDA CRYPTON 105",IRON,"Embreagem/Partida",MOTOCICLO
178755,"PLACA PARTIDA PHOENIX GOLD MAIS SHINERAY XY-50","PLACA PARTIDA PHOENIX GOLD MAIS SHINERAY XY-50","PLACA PARTIDA PHOENIX GOLD MAIS SHINERAY XY-50",IRON,"Embreagem/Partida",MOTOCICLO
26042,"PLACA PARTIDA CG 125 00/04 CBX / NX XR 200 KIT","PLACA PARTIDA CG 125 00/04 CBX / NX XR 200 KIT","PLACA PARTIDA CG 125 00/04 CBX / NX XR 200 KIT",IRON,"Embreagem/Partida",MOTOCICLO
26033,"PLACA PARTIDA CBX/XR250 KIT","PLACA PARTIDA CBX/XR250 KIT","PLACA PARTIDA CBX/XR250 KIT",IRON,"Embreagem/Partida",MOTOCICLO
26031,"PLACA PARTIDA YS 250 FAZER XTZ 250 LANDER KIT","PLACA PARTIDA YS 250 FAZER XTZ 250 LANDER KIT","PLACA PARTIDA YS 250 FAZER XTZ 250 LANDER KIT",IRON,"Embreagem/Partida",MOTOCICLO
178758,"PLACA PARTIDA YBR/XTZ 125 00/05 KIT","PLACA PARTIDA YBR/XTZ 125 00/05 KIT","PLACA PARTIDA YBR/XTZ 125 00/05 KIT",IRON,"Embreagem/Partida",MOTOCICLO
26029,"PLACA PARTIDA BIZ 100 00/05 ES KIT","PLACA PARTIDA BIZ 100 00/05 ES KIT","PLACA PARTIDA BIZ 100 00/05 ES KIT",IRON,"Embreagem/Partida",MOTOCICLO
12084,"PLACA PARTIDA BIZ 100 00/05 ES","PLACA PARTIDA BIZ 100 00/05 ES","PLACA PARTIDA BIZ 100 00/05 ES",IRON,"Embreagem/Partida",MOTOCICLO
120397,"PLACA PARTIDA BIZ 110I KIT","PLACA PARTIDA BIZ 110I KIT","PLACA PARTIDA BIZ 110I KIT",IRON,"Embreagem/Partida",MOTOCICLO
26035,"PLACA PARTIDA CG/NXR 160 KIT","PLACA PARTIDA CG/NXR 160 KIT","PLACA PARTIDA CG/NXR 160 KIT",IRON,"Embreagem/Partida",MOTOCICLO
18046,"PLACA PARTIDA XRE 190 KIT","PLACA PARTIDA XRE 190 KIT","PLACA PARTIDA XRE 190 KIT",IRON,"Embreagem/Partida",MOTOCICLO
23481,"PLACA PARTIDA CRYPTON 115 KIT","PLACA PARTIDA CRYPTON 115 KIT","PLACA PARTIDA CRYPTON 115 KIT",IRON,"Embreagem/Partida",MOTOCICLO
196101,"61","61","61",IRON,"Geral",MOTOCICLO
196072,"PLACA PARTIDA AN 125 BURGMAN KIT","PLACA PARTIDA AN 125 BURGMAN KIT","PLACA PARTIDA AN 125 BURGMAN KIT",IRON,"Embreagem/Partida",MOTOCICLO
6821,"TAMPA / MOLA / EIXO / BUCHA / CORRENTE / CHAVETA","TAMPA / MOLA / EIXO / BUCHA / CORRENTE / CHAVETA","TAMPA / MOLA / EIXO / BUCHA / CORRENTE / CHAVETA",IRON,"Transmissão",MOTOCICLO
196074,"PLACA PARTIDA NEO AT 115 KIT","PLACA PARTIDA NEO AT 115 KIT","PLACA PARTIDA NEO AT 115 KIT",IRON,"Embreagem/Partida",MOTOCICLO
196093,"MOLA P PARTIDA PHOENIX GOLD/ SHINERAY XY 50-Q","MOLA P PARTIDA PHOENIX GOLD/ SHINERAY XY 50-Q","MOLA P PARTIDA PHOENIX GOLD/ SHINERAY XY 50-Q",IRON,"Motor/Suspensão",MOTOCICLO
121863,"TAMPA MOTOR PARTIDA CG/FAN NXR 125/150 09 / 06/15","TAMPA MOTOR PARTIDA CG/FAN NXR 125/150 09 / 06/15","TAMPA MOTOR PARTIDA CG/FAN NXR 125/150 09 / 06/15",IRON,"Partida",MOTOCICLO
196097,"MOLA P PART POP/BIZ 110I","MOLA P PART POP/BIZ 110I","MOLA P PART POP/BIZ 110I",IRON,"Motor/Suspensão",MOTOCICLO
196099,"MOLA P PARTIDA CG 125 82/99","MOLA P PARTIDA CG 125 82/99","MOLA P PARTIDA CG 125 82/99",IRON,"Motor/Suspensão",MOTOCICLO
178237,"MOLA P PARTIDA CG 125 00/08","MOLA P PARTIDA CG 125 00/08","MOLA P PARTIDA CG 125 00/08",IRON,"Motor/Suspensão",MOTOCICLO
183259,"MOLA P PARTIDA CG 150 KS 04/08","MOLA P PARTIDA CG 150 KS 04/08","MOLA P PARTIDA CG 150 KS 04/08",IRON,"Motor/Suspensão",MOTOCICLO
14854,"MOLA P PARTIDA YBR XTZ 125 00/08","MOLA P PARTIDA YBR XTZ 125 00/08","MOLA P PARTIDA YBR XTZ 125 00/08",IRON,"Motor/Suspensão",MOTOCICLO
41441,"MOLA P PARTIDA BIZ 100 99/05 POP/DREAM 100","MOLA P PARTIDA BIZ 100 99/05 POP/DREAM 100","MOLA P PARTIDA BIZ 100 99/05 POP/DREAM 100",IRON,"Motor/Suspensão",MOTOCICLO
16101,"MOLA ENGRE PARTIDA YBR RD/DT 125/135/180","MOLA ENGRE PARTIDA YBR RD/DT 125/135/180","MOLA ENGRE PARTIDA YBR RD/DT 125/135/180",IRON,"Motor/Suspensão",MOTOCICLO
39891,"MOLA ENGRE. PARTIDA CRYPTON 115","MOLA ENGRE. PARTIDA CRYPTON 115","MOLA ENGRE. PARTIDA CRYPTON 115",IRON,"Motor/Suspensão",MOTOCICLO
7406,"EIXO PARTIDA CG 125 00/08 NXR 125 03/05","EIXO PARTIDA CG 125 00/08 NXR 125 03/05","EIXO PARTIDA CG 125 00/08 NXR 125 03/05",IRON,"Eixos",MOTOCICLO
42974,"EIXO PARTIDA YBR 125 09 FACTOR","EIXO PARTIDA YBR 125 09 FACTOR","EIXO PARTIDA YBR 125 09 FACTOR",IRON,"Eixos",MOTOCICLO
39894,"EIXO PARTIDA CG 150 FAN 125 09 COMPLETO","EIXO PARTIDA CG 150 FAN 125 09 COMPLETO","EIXO PARTIDA CG 150 FAN 125 09 COMPLETO",IRON,"Eixos",MOTOCICLO
39886,"EIXO PARTIDA CG 150/FAN 125 09","EIXO PARTIDA CG 150/FAN 125 09","EIXO PARTIDA CG 150/FAN 125 09",IRON,"Eixos",MOTOCICLO
14855,"EIXO PARTIDA CG 125 77/99","EIXO PARTIDA CG 125 77/99","EIXO PARTIDA CG 125 77/99",IRON,"Eixos",MOTOCICLO
39890,"EIXO PARTIDA BIZ / POP 110I","EIXO PARTIDA BIZ / POP 110I","EIXO PARTIDA BIZ / POP 110I",IRON,"Eixos",MOTOCICLO
39895,"EIXO PARTIDA BIZ / POP 110I COMPLETO","EIXO PARTIDA BIZ / POP 110I COMPLETO","EIXO PARTIDA BIZ / POP 110I COMPLETO",IRON,"Eixos",MOTOCICLO
14839,"EIXO PARTIDA BIZ/DREAM POP 100","EIXO PARTIDA BIZ/DREAM POP 100","EIXO PARTIDA BIZ/DREAM POP 100",IRON,"Eixos",MOTOCICLO
178752,"EIXO PARTIDA BIZ / DREAM POP 100 COMPLETO","EIXO PARTIDA BIZ / DREAM POP 100 COMPLETO","EIXO PARTIDA BIZ / DREAM POP 100 COMPLETO",IRON,"Eixos",MOTOCICLO
6197,"EIXO PARTIDA YBR / XTZ 125 00/08","EIXO PARTIDA YBR / XTZ 125 00/08","EIXO PARTIDA YBR / XTZ 125 00/08",IRON,"Eixos",MOTOCICLO
14853,"EIXO PARTIDA YBR/XTZ 125 00/08 COMPLETO","EIXO PARTIDA YBR/XTZ 125 00/08 COMPLETO","EIXO PARTIDA YBR/XTZ 125 00/08 COMPLETO",IRON,"Eixos",MOTOCICLO
190619,"EIXO PARTIDA JET 50/50X/125X COMPLETO","EIXO PARTIDA JET 50/50X/125X COMPLETO","EIXO PARTIDA JET 50/50X/125X COMPLETO",IRON,"Eixos",MOTOCICLO
196066,"EIXO PARTIDA CG 125 77/99 COMPLETO","EIXO PARTIDA CG 125 77/99 COMPLETO","EIXO PARTIDA CG 125 77/99 COMPLETO",IRON,"Eixos",MOTOCICLO
120403,"BUCHA ENGRE. PEDAL PARTIDA JET 50/50 X 125 X","BUCHA ENGRE. PEDAL PARTIDA JET 50/50 X 125 X","BUCHA ENGRE. PEDAL PARTIDA JET 50/50 X 125 X",IRON,"Borrachas/Buchas",MOTOCICLO
14856,"CATRACA PARTIDA CG 125 18D","CATRACA PARTIDA CG 125 18D","CATRACA PARTIDA CG 125 18D",IRON,"Partida",MOTOCICLO
39892,"CORRENTE PARTIDA BIZ 100 JET PHOENIX GOLD 50","CORRENTE PARTIDA BIZ 100 JET PHOENIX GOLD 50","CORRENTE PARTIDA BIZ 100 JET PHOENIX GOLD 50",IRON,"Transmissão",MOTOCICLO
39889,"CHAVETA MAGNETO CG 125/150","CHAVETA MAGNETO CG 125/150","CHAVETA MAGNETO CG 125/150",IRON,"Motor/Fixação",MOTOCICLO
39887,"CHAVETA MAGNETO CB XRE 300/CBX XR 250","CHAVETA MAGNETO CB XRE 300/CBX XR 250","CHAVETA MAGNETO CB XRE 300/CBX XR 250",IRON,"Motor/Fixação",MOTOCICLO
18174,"EIXO PARTIDA BIZ 125","EIXO PARTIDA BIZ 125","EIXO PARTIDA BIZ 125",IRON,"Eixos",MOTOCICLO
185850,"EIXO PARTIDA PHOENIX GOLD SHINERAY XY 50 Q COMPLETO","EIXO PARTIDA PHOENIX GOLD SHINERAY XY 50 Q COMPLETO","EIXO PARTIDA PHOENIX GOLD SHINERAY XY 50 Q COMPLETO",IRON,"Eixos",MOTOCICLO
185843,"EIXO PARTIDA BIZ 125 COMPLETO","EIXO PARTIDA BIZ 125 COMPLETO","EIXO PARTIDA BIZ 125 COMPLETO",IRON,"Eixos",MOTOCICLO
183249,"62","62","62",IRON,"Geral",MOTOCICLO
185847,"KIT EMBREAGEM / CARCAÇA","KIT EMBREAGEM / CARCAÇA","KIT EMBREAGEM / CARCAÇA",IRON,"Embreagem",MOTOCICLO
185842,"KIT EMBREAGEM CG/NXR XRE 160/190","KIT EMBREAGEM CG/NXR XRE 160/190","KIT EMBREAGEM CG/NXR XRE 160/190",IRON,"Embreagem",MOTOCICLO
185845,"KIT EMBREAGEM CRF 230","KIT EMBREAGEM CRF 230","KIT EMBREAGEM CRF 230",IRON,"Embreagem",MOTOCICLO
185848,"KIT EMBREAGEM CRF 230 7 DISCO COMPETICAO","KIT EMBREAGEM CRF 230 7 DISCO COMPETICAO","KIT EMBREAGEM CRF 230 7 DISCO COMPETICAO",IRON,"Embreagem",MOTOCICLO
183247,"KIT EMBREAGEM YES 125","KIT EMBREAGEM YES 125","KIT EMBREAGEM YES 125",IRON,"Embreagem",MOTOCICLO
185849,"KIT EMBREAGEM JET 50","KIT EMBREAGEM JET 50","KIT EMBREAGEM JET 50",IRON,"Embreagem",MOTOCICLO
185852,"KIT EMBREAGEM BIZ 110I 18","KIT EMBREAGEM BIZ 110I 18","KIT EMBREAGEM BIZ 110I 18",IRON,"Embreagem",MOTOCICLO
185851,"KIT EMBREAGEM BIZ 125","KIT EMBREAGEM BIZ 125","KIT EMBREAGEM BIZ 125",IRON,"Embreagem",MOTOCICLO
185841,"KIT EMBREAGEM CB/XRE 300","KIT EMBREAGEM CB/XRE 300","KIT EMBREAGEM CB/XRE 300",IRON,"Embreagem",MOTOCICLO
185853,"KIT EMBREAGEM YBR 125I FACTOR 2016 2018","KIT EMBREAGEM YBR 125I FACTOR 2016 2018","KIT EMBREAGEM YBR 125I FACTOR 2016 2018",IRON,"Embreagem",MOTOCICLO
185844,"KIT EMBREAGEM BIZ 110I 16/17","KIT EMBREAGEM BIZ 110I 16/17","KIT EMBREAGEM BIZ 110I 16/17",IRON,"Embreagem",MOTOCICLO
185846,"KIT EMBREAGEM YS 150 FAZER/ XTZ 150 CROSSER","KIT EMBREAGEM YS 150 FAZER/ XTZ 150 CROSSER","KIT EMBREAGEM YS 150 FAZER/ XTZ 150 CROSSER",IRON,"Embreagem",MOTOCICLO
15504,"KIT EMBREAGEM YS 250 FAZER XTZ 250 LANDER","KIT EMBREAGEM YS 250 FAZER XTZ 250 LANDER","KIT EMBREAGEM YS 250 FAZER XTZ 250 LANDER",IRON,"Embreagem",MOTOCICLO
122490,"KIT EMBREAGEM CG 125 82/08 6 DISCOS COMPETIÇÃO","KIT EMBREAGEM CG 125 82/08 6 DISCOS COMPETIÇÃO","KIT EMBREAGEM CG 125 82/08 6 DISCOS COMPETIÇÃO",IRON,"Embreagem",MOTOCICLO
121925,"KIT EMBREAGEM CG/NXR 150 6 DISCOS COMPETIÇÃO","KIT EMBREAGEM CG/NXR 150 6 DISCOS COMPETIÇÃO","KIT EMBREAGEM CG/NXR 150 6 DISCOS COMPETIÇÃO",IRON,"Embreagem",MOTOCICLO
4481,"KIT EMBREAGEM CG 125","KIT EMBREAGEM CG 125","KIT EMBREAGEM CG 125",IRON,"Embreagem",MOTOCICLO
121926,"KIT EMBREAGEM POP 100","KIT EMBREAGEM POP 100","KIT EMBREAGEM POP 100",IRON,"Embreagem",MOTOCICLO
122487,"KIT EMBREAGEM BIZ/DREAM 100","KIT EMBREAGEM BIZ/DREAM 100","KIT EMBREAGEM BIZ/DREAM 100",IRON,"Embreagem",MOTOCICLO
27831,"KIT EMBREAGEM CBX/XR 250","KIT EMBREAGEM CBX/XR 250","KIT EMBREAGEM CBX/XR 250",IRON,"Embreagem",MOTOCICLO
201164,"KIT EMBREAGEM YBR/XTZ 125","KIT EMBREAGEM YBR/XTZ 125","KIT EMBREAGEM YBR/XTZ 125",IRON,"Embreagem",MOTOCICLO
119812,"KIT EMBREAGEM NX 400","KIT EMBREAGEM NX 400","KIT EMBREAGEM NX 400",IRON,"Embreagem",MOTOCICLO
175267,"KIT EMBREAGEM CG/NXR 150","KIT EMBREAGEM CG/NXR 150","KIT EMBREAGEM CG/NXR 150",IRON,"Embreagem",MOTOCICLO
119806,"KIT EMBREAGEM POP 110I","KIT EMBREAGEM POP 110I","KIT EMBREAGEM POP 110I",IRON,"Embreagem",MOTOCICLO
350569,"KIT EMB CRF 250F","KIT EMB CRF 250F","KIT EMB CRF 250F",IRON,"Geral",MOTOCICLO
201186,"KIT EMB CB 250F","KIT EMB CB 250F","KIT EMB CB 250F",IRON,"Geral",MOTOCICLO
201188,"KIT EMB DAFRA SPEED 150","KIT EMB DAFRA SPEED 150","KIT EMB DAFRA SPEED 150",IRON,"Geral",MOTOCICLO
201196,"CARCAÇA EMBREAGEM YES 125","CARCAÇA EMBREAGEM YES 125","CARCAÇA EMBREAGEM YES 125",IRON,"Carenagem/Motor",MOTOCICLO
201198,"CARCAÇA EMB. CBX/XR 250 62D","CARCAÇA EMB. CBX/XR 250 62D","CARCAÇA EMB. CBX/XR 250 62D",IRON,"Carenagem/Motor",MOTOCICLO
201190,"CARCAÇA EMB. CG 125 92/99 60D","CARCAÇA EMB. CG 125 92/99 60D","CARCAÇA EMB. CG 125 92/99 60D",IRON,"Carenagem/Motor",MOTOCICLO
187978,"CARCAÇA EMBREAGEM POP 100/110I","CARCAÇA EMBREAGEM POP 100/110I","CARCAÇA EMBREAGEM POP 100/110I",IRON,"Carenagem/Motor",MOTOCICLO
187980,"CARCAÇA EMB. YBR XTZ 125 00/05","CARCAÇA EMB. YBR XTZ 125 00/05","CARCAÇA EMB. YBR XTZ 125 00/05",IRON,"Carenagem/Motor",MOTOCICLO
187947,"CARCAÇA EMB. CRF 230","CARCAÇA EMB. CRF 230","CARCAÇA EMB. CRF 230",IRON,"Carenagem/Motor",MOTOCICLO
187976,"CARCAÇA EMBREAGEM BIZ 100 13/15 69D","CARCAÇA EMBREAGEM BIZ 100 13/15 69D","CARCAÇA EMBREAGEM BIZ 100 13/15 69D",IRON,"Carenagem/Motor",MOTOCICLO
187966,"63","63","63",IRON,"Geral",MOTOCICLO
188616,"CARCAÇA / PLATÔ / CUBO","CARCAÇA / PLATÔ / CUBO","CARCAÇA / PLATÔ / CUBO",IRON,"Carenagem/Motor",MOTOCICLO
188618,"CARCAÇA EMB. YBR XTZ 125 06/16","CARCAÇA EMB. YBR XTZ 125 06/16","CARCAÇA EMB. YBR XTZ 125 06/16",IRON,"Carenagem/Motor",MOTOCICLO
187949,"CARCAÇA EMB. CBX/NX XR 200 68D","CARCAÇA EMB. CBX/NX XR 200 68D","CARCAÇA EMB. CBX/NX XR 200 68D",IRON,"Carenagem/Motor",MOTOCICLO
187970,"CARCAÇA EMB. CRYPTON 115 81D","CARCAÇA EMB. CRYPTON 115 81D","CARCAÇA EMB. CRYPTON 115 81D",IRON,"Carenagem/Motor",MOTOCICLO
188612,"CARCAÇA EMB CG NXR 160 XRE 190 69D","CARCAÇA EMB CG NXR 160 XRE 190 69D","CARCAÇA EMB CG NXR 160 XRE 190 69D",IRON,"Carenagem/Motor",MOTOCICLO
187945,"CARCAÇA EMBREAGEM CG 150/125 04/15 KS 67D","CARCAÇA EMBREAGEM CG 150/125 04/15 KS 67D","CARCAÇA EMBREAGEM CG 150/125 04/15 KS 67D",IRON,"Carenagem/Motor",MOTOCICLO
187972,"CARCAÇA EMBREAGEM BIZ 100 99/05 69D","CARCAÇA EMBREAGEM BIZ 100 99/05 69D","CARCAÇA EMBREAGEM BIZ 100 99/05 69D",IRON,"Carenagem/Motor",MOTOCICLO
187968,"CARCAÇA EMBREAGEM BIZ 110I 18","CARCAÇA EMBREAGEM BIZ 110I 18","CARCAÇA EMBREAGEM BIZ 110I 18",IRON,"Carenagem/Motor",MOTOCICLO
187957,"CARCAÇA EMBREAGEM BIZ 125 06/17","CARCAÇA EMBREAGEM BIZ 125 06/17","CARCAÇA EMBREAGEM BIZ 125 06/17",IRON,"Carenagem/Motor",MOTOCICLO
187959,"CARCAÇA EMBREAGEM CRYPTON 105","CARCAÇA EMBREAGEM CRYPTON 105","CARCAÇA EMBREAGEM CRYPTON 105",IRON,"Carenagem/Motor",MOTOCICLO
197833,"CARCAÇA EMBREAGEM YS 150 FAZER XTZ 150 CROSSER","CARCAÇA EMBREAGEM YS 150 FAZER XTZ 150 CROSSER","CARCAÇA EMBREAGEM YS 150 FAZER XTZ 150 CROSSER",IRON,"Carenagem/Motor",MOTOCICLO
188614,"CARCAÇA EMBREAGEM TITAN 150 ESD","CARCAÇA EMBREAGEM TITAN 150 ESD","CARCAÇA EMBREAGEM TITAN 150 ESD",IRON,"Carenagem/Motor",MOTOCICLO
187961,"PLATÔ EMBREAGEM YES 125","PLATÔ EMBREAGEM YES 125","PLATÔ EMBREAGEM YES 125",IRON,"Embreagem",MOTOCICLO
187984,"PLATÔ EMBREAGEM CB/XRE 300","PLATÔ EMBREAGEM CB/XRE 300","PLATÔ EMBREAGEM CB/XRE 300",IRON,"Embreagem",MOTOCICLO
